Date,Close
1981/4/29,0.497768
1981/4/30,0.506696
1981/5/1,0.506696
1981/5/4,0.504464
1981/5/5,0.502232
1981/5/6,0.488839
1981/5/7,0.495536
1981/5/8,0.5
1981/5/11,0.488839
1981/5/12,0.488839
1981/5/13,0.486607
1981/5/14,0.479911
1981/5/15,0.491071
1981/5/18,0.5
1981/5/19,0.491071
1981/5/20,0.506696
1981/5/21,0.535714
1981/5/22,0.560268
1981/5/26,0.558036
1981/5/27,0.589286
1981/5/28,0.589286
1981/5/29,0.591518
1981/6/1,0.591518
1981/6/2,0.5625
1981/6/3,0.5625
1981/6/4,0.573661
1981/6/5,0.564732
1981/6/8,0.544643
1981/6/9,0.555804
1981/6/10,0.5625
1981/6/11,0.587054
1981/6/12,0.580357
1981/6/15,0.578125
1981/6/16,0.566964
1981/6/17,0.558036
1981/6/18,0.555804
1981/6/19,0.540179
1981/6/22,0.520089
1981/6/23,0.529018
1981/6/24,0.515625
1981/6/25,0.526786
1981/6/26,0.520089
1981/6/29,0.502232
1981/6/30,0.464286
1981/7/1,0.459821
1981/7/2,0.459821
1981/7/6,0.444196
1981/7/7,0.448661
1981/7/8,0.466518
1981/7/9,0.430804
1981/7/10,0.397321
1981/7/13,0.40625
1981/7/14,0.424107
1981/7/15,0.435268
1981/7/16,0.446429
1981/7/17,0.462054
1981/7/20,0.430804
1981/7/21,0.428571
1981/7/22,0.404018
1981/7/23,0.415179
1981/7/24,0.428571
1981/7/27,0.446429
1981/7/28,0.430804
1981/7/29,0.424107
1981/7/30,0.439732
1981/7/31,0.446429
1981/8/3,0.441964
1981/8/4,0.448661
1981/8/5,0.462054
1981/8/6,0.450893
1981/8/7,0.450893
1981/8/10,null
1981/8/11,0.4375
1981/8/12,0.428571
1981/8/13,0.415179
1981/8/14,0.408482
1981/8/17,0.395089
1981/8/18,0.386161
1981/8/19,0.381696
1981/8/20,0.386161
1981/8/21,0.359375
1981/8/24,0.337054
1981/8/25,0.345982
1981/8/26,0.339286
1981/8/27,0.341518
1981/8/28,0.359375
1981/8/31,0.359375
1981/9/1,0.381696
1981/9/2,0.388393
1981/9/3,0.368304
1981/9/4,0.363839
1981/9/8,0.352679
1981/9/9,0.352679
1981/9/10,0.354911
1981/9/11,0.350446
1981/9/14,0.339286
1981/9/15,0.330357
1981/9/16,0.323661
1981/9/17,0.314732
1981/9/18,0.316964
1981/9/21,0.319196
1981/9/22,0.301339
1981/9/23,0.294643
1981/9/24,0.292411
1981/9/25,0.254464
1981/9/28,0.256696
1981/9/29,0.270089
1981/9/30,0.272321
1981/10/1,0.272321
1981/10/2,0.294643
1981/10/5,0.303571
1981/10/6,0.301339
1981/10/7,0.319196
1981/10/8,0.330357
1981/10/9,0.332589
1981/10/12,0.34375
1981/10/13,0.34375
1981/10/14,0.323661
1981/10/15,0.330357
1981/10/16,0.325893
1981/10/19,0.332589
1981/10/20,0.350446
1981/10/21,0.350446
1981/10/22,0.348214
1981/10/23,0.339286
1981/10/26,0.339286
1981/10/27,0.345982
1981/10/28,0.357143
1981/10/29,0.352679
1981/10/30,0.357143
1981/11/2,0.357143
1981/11/3,0.352679
1981/11/4,0.34375
1981/11/5,0.319196
1981/11/6,0.321429
1981/11/9,0.325893
1981/11/10,0.328125
1981/11/11,0.337054
1981/11/12,0.348214
1981/11/13,0.323661
1981/11/16,0.319196
1981/11/17,0.325893
1981/11/18,0.337054
1981/11/19,0.337054
1981/11/20,0.339286
1981/11/23,0.323661
1981/11/24,0.321429
1981/11/25,0.328125
1981/11/27,0.337054
1981/11/30,0.332589
1981/12/1,0.332589
1981/12/2,0.334821
1981/12/3,0.330357
1981/12/4,0.339286
1981/12/7,0.341518
1981/12/8,0.334821
1981/12/9,0.337054
1981/12/10,0.337054
1981/12/11,0.334821
1981/12/14,0.323661
1981/12/15,0.332589
1981/12/16,0.348214
1981/12/17,0.377232
1981/12/18,0.408482
1981/12/21,0.390625
1981/12/22,0.397321
1981/12/23,0.388393
1981/12/24,0.390625
1981/12/28,0.372768
1981/12/29,0.379464
1981/12/30,0.395089
1981/12/31,0.395089
1982/1/4,0.392857
1982/1/5,0.372768
1982/1/6,0.368304
1982/1/7,0.339286
1982/1/8,0.354911
1982/1/11,0.332589
1982/1/12,0.321429
1982/1/13,0.319196
1982/1/14,0.334821
1982/1/15,0.357143
1982/1/18,0.363839
1982/1/19,0.354911
1982/1/20,0.361607
1982/1/21,0.368304
1982/1/22,0.370536
1982/1/25,0.359375
1982/1/26,0.345982
1982/1/27,0.348214
1982/1/28,0.359375
1982/1/29,0.363839
1982/2/1,0.359375
1982/2/2,0.361607
1982/2/3,0.361607
1982/2/4,0.352679
1982/2/5,0.352679
1982/2/8,0.330357
1982/2/9,0.330357
1982/2/10,0.334821
1982/2/11,0.330357
1982/2/12,0.334821
1982/2/16,0.328125
1982/2/17,0.332589
1982/2/18,0.337054
1982/2/19,0.334821
1982/2/22,0.330357
1982/2/23,0.325893
1982/2/24,0.328125
1982/2/25,0.325893
1982/2/26,0.325893
1982/3/1,0.328125
1982/3/2,0.328125
1982/3/3,0.328125
1982/3/4,0.321429
1982/3/5,0.296875
1982/3/8,0.292411
1982/3/9,0.294643
1982/3/10,0.290179
1982/3/11,0.290179
1982/3/12,0.272321
1982/3/15,0.270089
1982/3/16,0.265625
1982/3/17,0.252232
1982/3/18,0.272321
1982/3/19,0.296875
1982/3/22,0.319196
1982/3/23,0.314732
1982/3/24,0.296875
1982/3/25,0.294643
1982/3/26,0.290179
1982/3/29,0.296875
1982/3/30,0.301339
1982/3/31,0.301339
1982/4/1,0.316964
1982/4/2,0.316964
1982/4/5,0.316964
1982/4/6,0.314732
1982/4/7,0.310268
1982/4/8,0.3125
1982/4/12,0.310268
1982/4/13,0.285714
1982/4/14,0.287946
1982/4/15,0.292411
1982/4/16,0.301339
1982/4/19,0.294643
1982/4/20,0.28125
1982/4/21,0.279018
1982/4/22,0.274554
1982/4/23,0.274554
1982/4/26,0.28125
1982/4/27,0.272321
1982/4/28,0.261161
1982/4/29,0.261161
1982/4/30,0.263393
1982/5/3,0.272321
1982/5/4,0.28125
1982/5/5,0.276786
1982/5/6,0.285714
1982/5/7,0.290179
1982/5/10,0.285714
1982/5/11,0.276786
1982/5/12,0.270089
1982/5/13,0.272321
1982/5/14,0.261161
1982/5/17,0.256696
1982/5/18,0.252232
1982/5/19,0.25
1982/5/20,0.252232
1982/5/21,0.254464
1982/5/24,0.256696
1982/5/25,0.256696
1982/5/26,0.254464
1982/5/27,0.25
1982/5/28,0.25
1982/6/1,0.245536
1982/6/2,0.25
1982/6/3,0.241071
1982/6/4,0.234375
1982/6/7,0.234375
1982/6/8,0.232143
1982/6/9,0.227679
1982/6/10,0.229911
1982/6/11,0.238839
1982/6/14,0.238839
1982/6/15,0.238839
1982/6/16,0.238839
1982/6/17,0.234375
1982/6/18,0.229911
1982/6/21,0.229911
1982/6/22,0.238839
1982/6/23,0.245536
1982/6/24,0.245536
1982/6/25,0.236607
1982/6/28,0.234375
1982/6/29,0.227679
1982/6/30,0.227679
1982/7/1,0.225446
1982/7/2,0.214286
1982/7/6,0.205357
1982/7/7,0.205357
1982/7/8,0.196429
1982/7/9,0.203125
1982/7/12,0.207589
1982/7/13,0.220982
1982/7/14,0.223214
1982/7/15,0.227679
1982/7/16,0.236607
1982/7/19,0.238839
1982/7/20,0.254464
1982/7/21,0.254464
1982/7/22,0.256696
1982/7/23,0.252232
1982/7/26,0.241071
1982/7/27,0.241071
1982/7/28,0.229911
1982/7/29,0.238839
1982/7/30,0.241071
1982/8/2,0.247768
1982/8/3,0.232143
1982/8/4,0.229911
1982/8/5,0.220982
1982/8/6,0.21875
1982/8/9,0.220982
1982/8/10,0.234375
1982/8/11,0.236607
1982/8/12,0.234375
1982/8/13,0.234375
1982/8/16,0.238839
1982/8/17,0.254464
1982/8/18,0.254464
1982/8/19,0.256696
1982/8/20,0.263393
1982/8/23,0.274554
1982/8/24,0.287946
1982/8/25,0.308036
1982/8/26,0.316964
1982/8/27,0.301339
1982/8/30,0.305804
1982/8/31,0.321429
1982/9/1,0.3125
1982/9/2,0.325893
1982/9/3,0.328125
1982/9/7,0.310268
1982/9/8,0.321429
1982/9/9,0.314732
1982/9/10,0.323661
1982/9/13,0.325893
1982/9/14,0.337054
1982/9/15,0.334821
1982/9/16,0.323661
1982/9/17,0.316964
1982/9/20,0.319196
1982/9/21,0.325893
1982/9/22,0.334821
1982/9/23,0.334821
1982/9/24,0.323661
1982/9/27,0.323661
1982/9/28,0.328125
1982/9/29,0.328125
1982/9/30,0.325893
1982/10/1,0.330357
1982/10/4,0.334821
1982/10/5,0.337054
1982/10/6,0.361607
1982/10/7,0.390625
1982/10/8,0.419643
1982/10/11,0.428571
1982/10/12,0.415179
1982/10/13,0.419643
1982/10/14,0.421875
1982/10/15,0.410714
1982/10/18,0.419643
1982/10/19,0.428571
1982/10/20,0.453125
1982/10/21,0.464286
1982/10/22,0.462054
1982/10/25,0.435268
1982/10/26,0.4375
1982/10/27,0.448661
1982/10/28,0.448661
1982/10/29,0.453125
1982/11/1,0.477679
1982/11/2,0.511161
1982/11/3,0.549107
1982/11/4,0.553571
1982/11/5,0.537946
1982/11/8,0.515625
1982/11/9,0.533482
1982/11/10,0.553571
1982/11/11,0.589286
1982/11/12,0.578125
1982/11/15,0.564732
1982/11/16,0.535714
1982/11/17,0.560268
1982/11/18,0.560268
1982/11/19,0.551339
1982/11/22,0.502232
1982/11/23,0.515625
1982/11/24,0.526786
1982/11/26,0.517857
1982/11/29,0.515625
1982/11/30,0.569196
1982/12/1,0.580357
1982/12/2,0.580357
1982/12/3,0.566964
1982/12/6,0.598214
1982/12/7,0.604911
1982/12/8,0.591518
1982/12/9,0.5625
1982/12/10,0.522321
1982/12/13,0.511161
1982/12/14,0.506696
1982/12/15,0.504464
1982/12/16,0.513393
1982/12/17,0.537946
1982/12/20,0.535714
1982/12/21,0.540179
1982/12/22,0.555804
1982/12/23,0.571429
1982/12/27,0.584821
1982/12/28,0.580357
1982/12/29,0.560268
1982/12/30,0.535714
1982/12/31,0.533482
1983/1/3,0.508929
1983/1/4,0.537946
1983/1/5,0.540179
1983/1/6,0.520089
1983/1/7,0.491071
1983/1/10,0.513393
1983/1/11,0.520089
1983/1/12,0.549107
1983/1/13,0.549107
1983/1/14,0.589286
1983/1/17,0.609375
1983/1/18,0.595982
1983/1/19,0.600446
1983/1/20,0.667411
1983/1/21,0.667411
1983/1/24,0.629464
1983/1/25,0.654018
1983/1/26,0.680804
1983/1/27,0.727679
1983/1/28,0.732143
1983/1/31,0.729911
1983/2/1,0.745536
1983/2/2,0.765625
1983/2/3,0.796875
1983/2/4,0.785714
1983/2/7,0.754464
1983/2/8,0.747768
1983/2/9,0.754464
1983/2/10,0.803571
1983/2/11,0.830357
1983/2/14,0.825893
1983/2/15,0.810268
1983/2/16,0.794643
1983/2/17,0.785714
1983/2/18,0.810268
1983/2/22,0.830357
1983/2/23,0.837054
1983/2/24,0.859375
1983/2/25,0.834821
1983/2/28,0.814732
1983/3/1,0.828125
1983/3/2,0.834821
1983/3/3,0.808036
1983/3/4,0.796875
1983/3/7,0.78125
1983/3/8,0.756696
1983/3/9,0.779018
1983/3/10,0.767857
1983/3/11,0.756696
1983/3/14,0.738839
1983/3/15,0.75
1983/3/16,0.75
1983/3/17,0.756696
1983/3/18,0.767857
1983/3/21,0.785714
1983/3/22,0.794643
1983/3/23,0.756696
1983/3/24,0.770089
1983/3/25,0.770089
1983/3/28,0.758929
1983/3/29,0.78125
1983/3/30,0.790179
1983/3/31,0.754464
1983/4/4,0.734375
1983/4/5,0.720982
1983/4/6,0.714286
1983/4/7,0.707589
1983/4/8,0.703125
1983/4/11,0.743304
1983/4/12,0.758929
1983/4/13,0.785714
1983/4/14,0.803571
1983/4/15,0.816964
1983/4/18,0.839286
1983/4/19,0.830357
1983/4/20,0.904018
1983/4/21,0.928571
1983/4/22,0.910714
1983/4/25,0.868304
1983/4/26,0.892857
1983/4/27,0.883929
1983/4/28,0.892857
1983/4/29,0.901786
1983/5/2,0.875
1983/5/3,0.866071
1983/5/4,0.919643
1983/5/5,0.979911
1983/5/6,0.984375
1983/5/9,0.970982
1983/5/10,0.977679
1983/5/11,0.953125
1983/5/12,0.944196
1983/5/13,0.948661
1983/5/16,0.924107
1983/5/17,0.926339
1983/5/18,0.9375
1983/5/19,0.966518
1983/5/20,1.015625
1983/5/23,1.026786
1983/5/24,1.080357
1983/5/25,1.071429
1983/5/26,1.060268
1983/5/27,1.060268
1983/5/31,1.03125
1983/6/1,1.037946
1983/6/2,1.044643
1983/6/3,1.095982
1983/6/6,1.120536
1983/6/7,1.082589
1983/6/8,1.069196
1983/6/9,1.0625
1983/6/10,1.058036
1983/6/13,1.022321
1983/6/14,1
1983/6/15,0.970982
1983/6/16,1.022321
1983/6/17,1.002232
1983/6/20,0.953125
1983/6/21,0.959821
1983/6/22,0.988839
1983/6/23,0.957589
1983/6/24,0.950893
1983/6/27,0.899554
1983/6/28,0.837054
1983/6/29,0.877232
1983/6/30,0.872768
1983/7/1,0.879464
1983/7/5,0.84375
1983/7/6,0.845982
1983/7/7,0.834821
1983/7/8,0.825893
1983/7/11,0.848214
1983/7/12,0.828125
1983/7/13,0.823661
1983/7/14,0.821429
1983/7/15,0.792411
1983/7/18,0.790179
1983/7/19,0.78125
1983/7/20,0.736607
1983/7/21,0.774554
1983/7/22,0.78125
1983/7/25,0.770089
1983/7/26,0.698661
1983/7/27,0.647321
1983/7/28,0.607143
1983/7/29,0.622768
1983/8/1,0.616071
1983/8/2,0.613839
1983/8/3,0.622768
1983/8/4,0.59375
1983/8/5,0.604911
1983/8/8,0.607143
1983/8/9,0.613839
1983/8/10,0.611607
1983/8/11,0.602679
1983/8/12,0.598214
1983/8/15,0.613839
1983/8/16,0.604911
1983/8/17,0.591518
1983/8/18,0.598214
1983/8/19,0.602679
1983/8/22,0.600446
1983/8/23,0.569196
1983/8/24,0.540179
1983/8/25,0.544643
1983/8/26,0.551339
1983/8/29,0.558036
1983/8/30,0.587054
1983/8/31,0.665179
1983/9/1,0.649554
1983/9/2,0.678571
1983/9/6,0.703125
1983/9/7,0.618304
1983/9/8,0.566964
1983/9/9,0.546875
1983/9/12,0.546875
1983/9/13,0.571429
1983/9/14,0.564732
1983/9/15,0.537946
1983/9/16,0.524554
1983/9/19,0.571429
1983/9/20,0.573661
1983/9/21,0.5625
1983/9/22,0.580357
1983/9/23,0.433036
1983/9/26,0.444196
1983/9/27,0.419643
1983/9/28,0.408482
1983/9/29,0.40625
1983/9/30,0.412946
1983/10/3,0.412946
1983/10/4,0.408482
1983/10/5,0.401786
1983/10/6,0.397321
1983/10/7,0.363839
1983/10/10,0.352679
1983/10/11,0.345982
1983/10/12,0.377232
1983/10/13,0.410714
1983/10/14,0.40625
1983/10/17,0.375
1983/10/18,0.345982
1983/10/19,0.383929
1983/10/20,0.363839
1983/10/21,0.354911
1983/10/24,0.377232
1983/10/25,0.379464
1983/10/26,0.359375
1983/10/27,0.377232
1983/10/28,0.372768
1983/10/31,0.404018
1983/11/1,0.410714
1983/11/2,0.419643
1983/11/3,0.390625
1983/11/4,0.377232
1983/11/7,0.375
1983/11/8,0.319196
1983/11/9,0.34375
1983/11/10,0.350446
1983/11/11,0.357143
1983/11/14,0.352679
1983/11/15,0.352679
1983/11/16,0.357143
1983/11/17,0.366071
1983/11/18,0.368304
1983/11/21,0.383929
1983/11/22,0.383929
1983/11/23,0.363839
1983/11/25,0.366071
1983/11/28,0.375
1983/11/29,0.370536
1983/11/30,0.363839
1983/12/1,0.361607
1983/12/2,0.354911
1983/12/5,0.363839
1983/12/6,0.366071
1983/12/7,0.375
1983/12/8,0.383929
1983/12/9,0.386161
1983/12/12,0.383929
1983/12/13,0.401786
1983/12/14,0.417411
1983/12/15,0.435268
1983/12/16,0.441964
1983/12/19,0.428571
1983/12/20,0.417411
1983/12/21,0.433036
1983/12/22,0.441964
1983/12/23,0.439732
1983/12/27,0.441964
1983/12/28,0.446429
1983/12/29,0.435268
1983/12/30,0.435268
1984/1/3,0.457589
1984/1/4,0.497768
1984/1/5,0.504464
1984/1/6,0.495536
1984/1/9,0.46875
1984/1/10,0.493304
1984/1/11,0.5
1984/1/12,0.497768
1984/1/13,0.486607
1984/1/16,0.497768
1984/1/17,0.511161
1984/1/18,0.513393
1984/1/19,0.517857
1984/1/20,0.511161
1984/1/23,0.515625
1984/1/24,0.486607
1984/1/25,0.482143
1984/1/26,0.493304
1984/1/27,0.466518
1984/1/30,0.441964
1984/1/31,0.441964
1984/2/1,0.439732
1984/2/2,0.444196
1984/2/3,0.4375
1984/2/6,0.415179
1984/2/7,0.430804
1984/2/8,0.415179
1984/2/9,0.421875
1984/2/10,0.435268
1984/2/13,0.433036
1984/2/14,0.457589
1984/2/15,0.448661
1984/2/16,0.453125
1984/2/17,0.446429
1984/2/21,0.466518
1984/2/22,0.488839
1984/2/23,0.479911
1984/2/24,0.484375
1984/2/27,0.482143
1984/2/28,0.455357
1984/2/29,0.46875
1984/3/1,0.482143
1984/3/2,0.486607
1984/3/5,0.477679
1984/3/6,0.459821
1984/3/7,0.473214
1984/3/8,0.479911
1984/3/9,0.470982
1984/3/12,0.488839
1984/3/13,0.482143
1984/3/14,0.475446
1984/3/15,0.477679
1984/3/16,0.475446
1984/3/19,0.46875
1984/3/20,0.464286
1984/3/21,0.464286
1984/3/22,0.455357
1984/3/23,0.455357
1984/3/26,0.459821
1984/3/27,0.446429
1984/3/28,0.455357
1984/3/29,0.453125
1984/3/30,0.441964
1984/4/2,0.444196
1984/4/3,0.446429
1984/4/4,0.4375
1984/4/5,0.430804
1984/4/6,0.419643
1984/4/9,0.419643
1984/4/10,0.441964
1984/4/11,0.4375
1984/4/12,0.459821
1984/4/13,0.459821
1984/4/16,0.46875
1984/4/17,0.491071
1984/4/18,0.5
1984/4/19,0.504464
1984/4/23,0.506696
1984/4/24,0.497768
1984/4/25,0.493304
1984/4/26,0.53125
1984/4/27,0.537946
1984/4/30,0.560268
1984/5/1,0.59375
1984/5/2,0.589286
1984/5/3,0.564732
1984/5/4,0.537946
1984/5/7,0.555804
1984/5/8,0.587054
1984/5/9,0.591518
1984/5/10,0.591518
1984/5/11,0.575893
1984/5/14,0.564732
1984/5/15,0.569196
1984/5/16,0.544643
1984/5/17,0.520089
1984/5/18,0.53125
1984/5/21,0.569196
1984/5/22,0.551339
1984/5/23,0.540179
1984/5/24,0.524554
1984/5/25,0.526786
1984/5/29,0.524554
1984/5/30,0.517857
1984/5/31,0.524554
1984/6/1,0.542411
1984/6/4,0.529018
1984/6/5,0.497768
1984/6/6,0.517857
1984/6/7,0.513393
1984/6/8,0.511161
1984/6/11,0.511161
1984/6/12,0.520089
1984/6/13,0.53125
1984/6/14,0.515625
1984/6/15,0.517857
1984/6/18,0.529018
1984/6/19,0.524554
1984/6/20,0.540179
1984/6/21,0.517857
1984/6/22,0.511161
1984/6/25,0.486607
1984/6/26,0.464286
1984/6/27,0.450893
1984/6/28,0.470982
1984/6/29,0.473214
1984/7/2,0.457589
1984/7/3,0.450893
1984/7/5,0.441964
1984/7/6,0.448661
1984/7/9,0.46875
1984/7/10,0.479911
1984/7/11,0.473214
1984/7/12,0.475446
1984/7/13,0.470982
1984/7/16,0.459821
1984/7/17,0.459821
1984/7/18,0.453125
1984/7/19,0.453125
1984/7/20,0.453125
1984/7/23,0.448661
1984/7/24,0.475446
1984/7/25,0.477679
1984/7/26,0.486607
1984/7/27,0.484375
1984/7/30,0.455357
1984/7/31,0.455357
1984/8/1,0.446429
1984/8/2,0.430804
1984/8/3,0.488839
1984/8/6,0.522321
1984/8/7,0.529018
1984/8/8,0.508929
1984/8/9,0.53125
1984/8/10,0.508929
1984/8/13,0.535714
1984/8/14,0.515625
1984/8/15,0.497768
1984/8/16,0.502232
1984/8/17,0.491071
1984/8/20,0.488839
1984/8/21,0.508929
1984/8/22,0.5
1984/8/23,0.502232
1984/8/24,0.502232
1984/8/27,0.497768
1984/8/28,0.504464
1984/8/29,0.491071
1984/8/30,0.482143
1984/8/31,0.473214
1984/9/4,0.46875
1984/9/5,0.46875
1984/9/6,0.473214
1984/9/7,0.473214
1984/9/10,0.470982
1984/9/11,0.479911
1984/9/12,0.466518
1984/9/13,0.491071
1984/9/14,0.497768
1984/9/17,0.511161
1984/9/18,0.493304
1984/9/19,0.482143
1984/9/20,0.484375
1984/9/21,0.479911
1984/9/24,0.475446
1984/9/25,0.466518
1984/9/26,0.459821
1984/9/27,0.459821
1984/9/28,0.448661
1984/10/1,0.4375
1984/10/2,0.441964
1984/10/3,0.448661
1984/10/4,0.453125
1984/10/5,0.444196
1984/10/8,0.444196
1984/10/9,0.439732
1984/10/10,0.426339
1984/10/11,0.424107
1984/10/12,0.40625
1984/10/15,0.428571
1984/10/16,0.426339
1984/10/17,0.444196
1984/10/18,0.457589
1984/10/19,0.457589
1984/10/22,0.453125
1984/10/23,0.464286
1984/10/24,0.46875
1984/10/25,0.450893
1984/10/26,0.439732
1984/10/29,0.441964
1984/10/30,0.446429
1984/10/31,0.444196
1984/11/1,0.446429
1984/11/2,0.444196
1984/11/5,0.441964
1984/11/6,0.46875
1984/11/7,0.459821
1984/11/8,0.441964
1984/11/9,0.415179
1984/11/12,0.430804
1984/11/13,0.419643
1984/11/14,0.424107
1984/11/15,0.424107
1984/11/16,0.415179
1984/11/19,0.390625
1984/11/20,0.404018
1984/11/21,0.412946
1984/11/23,0.424107
1984/11/26,0.428571
1984/11/27,0.439732
1984/11/28,0.462054
1984/11/29,0.453125
1984/11/30,0.441964
1984/12/3,0.435268
1984/12/4,0.444196
1984/12/5,0.466518
1984/12/6,0.488839
1984/12/7,0.486607
1984/12/10,0.477679
1984/12/11,0.470982
1984/12/12,0.455357
1984/12/13,0.459821
1984/12/14,0.470982
1984/12/17,0.482143
1984/12/18,0.511161
1984/12/19,0.491071
1984/12/20,0.488839
1984/12/21,0.482143
1984/12/24,0.491071
1984/12/26,0.493304
1984/12/27,0.495536
1984/12/28,0.513393
1984/12/31,0.520089
1985/1/2,0.497768
1985/1/3,0.506696
1985/1/4,0.506696
1985/1/7,0.504464
1985/1/8,0.5
1985/1/9,0.513393
1985/1/10,0.535714
1985/1/11,0.53125
1985/1/14,0.546875
1985/1/15,0.535714
1985/1/16,0.540179
1985/1/17,0.502232
1985/1/18,0.511161
1985/1/21,0.522321
1985/1/22,0.537946
1985/1/23,0.529018
1985/1/24,0.517857
1985/1/25,0.529018
1985/1/28,0.540179
1985/1/29,0.533482
1985/1/30,0.533482
1985/1/31,0.517857
1985/2/1,0.511161
1985/2/4,0.522321
1985/2/5,0.526786
1985/2/6,0.535714
1985/2/7,0.533482
1985/2/8,0.533482
1985/2/11,0.544643
1985/2/12,0.53125
1985/2/13,0.506696
1985/2/14,0.493304
1985/2/15,0.5
1985/2/19,0.493304
1985/2/20,0.470982
1985/2/21,0.479911
1985/2/22,0.493304
1985/2/25,0.486607
1985/2/26,0.477679
1985/2/27,0.448661
1985/2/28,0.441964
1985/3/1,0.444196
1985/3/4,0.450893
1985/3/5,0.462054
1985/3/6,0.439732
1985/3/7,0.395089
1985/3/8,0.383929
1985/3/11,0.397321
1985/3/12,0.410714
1985/3/13,0.388393
1985/3/14,0.388393
1985/3/15,0.404018
1985/3/18,0.408482
1985/3/19,0.392857
1985/3/20,0.397321
1985/3/21,0.404018
1985/3/22,0.397321
1985/3/25,0.386161
1985/3/26,0.401786
1985/3/27,0.390625
1985/3/28,0.390625
1985/3/29,0.395089
1985/4/1,0.386161
1985/4/2,0.375
1985/4/3,0.375
1985/4/4,0.372768
1985/4/8,0.350446
1985/4/9,0.350446
1985/4/10,0.375
1985/4/11,0.381696
1985/4/12,0.372768
1985/4/15,0.381696
1985/4/16,0.386161
1985/4/17,0.404018
1985/4/18,0.408482
1985/4/19,0.401786
1985/4/22,0.386161
1985/4/23,0.395089
1985/4/24,0.392857
1985/4/25,0.392857
1985/4/26,0.390625
1985/4/29,0.377232
1985/4/30,0.379464
1985/5/1,0.372768
1985/5/2,0.34375
1985/5/3,0.357143
1985/5/6,0.352679
1985/5/7,0.357143
1985/5/8,0.354911
1985/5/9,0.357143
1985/5/10,0.361607
1985/5/13,0.357143
1985/5/14,0.352679
1985/5/15,0.357143
1985/5/16,0.381696
1985/5/17,0.388393
1985/5/20,0.381696
1985/5/21,0.370536
1985/5/22,0.368304
1985/5/23,0.352679
1985/5/24,0.323661
1985/5/28,0.301339
1985/5/29,0.305804
1985/5/30,0.314732
1985/5/31,0.310268
1985/6/3,0.285714
1985/6/4,0.308036
1985/6/5,0.301339
1985/6/6,0.303571
1985/6/7,0.292411
1985/6/10,0.287946
1985/6/11,0.287946
1985/6/12,0.28125
1985/6/13,0.265625
1985/6/14,0.263393
1985/6/17,0.265625
1985/6/18,0.272321
1985/6/19,0.279018
1985/6/20,0.28125
1985/6/21,0.287946
1985/6/24,0.308036
1985/6/25,0.3125
1985/6/26,0.323661
1985/6/27,0.328125
1985/6/28,0.321429
1985/7/1,0.323661
1985/7/2,0.308036
1985/7/3,0.3125
1985/7/5,0.314732
1985/7/8,0.314732
1985/7/9,0.314732
1985/7/10,0.321429
1985/7/11,0.321429
1985/7/12,0.319196
1985/7/15,0.316964
1985/7/16,0.3125
1985/7/17,0.314732
1985/7/18,0.308036
1985/7/19,0.310268
1985/7/22,0.301339
1985/7/23,0.294643
1985/7/24,0.290179
